sample_name,fname,min_t,max_t,site,date,species_number,subset,SPHSUR,BOABIS,SCIPER,DENNAH,LEPLAT,RHIICT,BOALEP,BOAFAB,PHYCUV,DENMIN,ELABIC,BOAPRA,DENCRU,BOALUN,BOAALB,PHYMAR,PITAZU,PHYSAU,LEPFUS,DENNAN,PHYALB,LEPLAB,SCIFUS,BOARAN,SCIFUV,AMEPIC,LEPPOD,ADEDIP,ELAMAT,PHYNAT,LEPELE,RHISCI,SCINAS,LEPNOT,ADEMAR,BOAALM,PHYDIS,RHIORN,LEPFLA,SCIRIZ,DENELE,SCIALT
SAMPLE_09628.wav,INCT20955_20191117_221500,28,31,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09629.wav,INCT20955_20191117_221500,29,32,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09630.wav,INCT20955_20191117_221500,30,33,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09631.wav,INCT20955_20191117_221500,31,34,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09632.wav,INCT20955_20191117_221500,32,35,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09633.wav,INCT20955_20191117_221500,33,36,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09634.wav,INCT20955_20191117_221500,34,37,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09635.wav,INCT20955_20191117_221500,35,38,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09636.wav,INCT20955_20191117_221500,36,39,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09637.wav,INCT20955_20191117_221500,37,40,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09638.wav,INCT20955_20191117_221500,38,41,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09639.wav,INCT20955_20191117_221500,39,42,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09640.wav,INCT20955_20191117_221500,40,43,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09641.wav,INCT20955_20191117_221500,41,44,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09642.wav,INCT20955_20191117_221500,42,45,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09643.wav,INCT20955_20191117_221500,43,46,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09644.wav,INCT20955_20191117_221500,44,47,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09645.wav,INCT20955_20191117_221500,45,48,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09646.wav,INCT20955_20191117_221500,46,49,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09647.wav,INCT20955_20191117_221500,47,50,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09648.wav,INCT20955_20191117_221500,48,51,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09649.wav,INCT20955_20191117_221500,49,52,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09650.wav,INCT20955_20191117_221500,50,53,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09651.wav,INCT20955_20191117_221500,51,54,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09652.wav,INCT20955_20191117_221500,52,55,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09653.wav,INCT20955_20191117_221500,53,56,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09654.wav,INCT20955_20191117_221500,54,57,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09655.wav,INCT20955_20191117_221500,55,58,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09656.wav,INCT20955_20191117_221500,56,59,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09657.wav,INCT20955_20191117_221500,57,60,INCT20955,2019-11-17 22:15:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09658.wav,INCT20955_20191118_174500_000,0,3,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09659.wav,INCT20955_20191118_174500_000,1,4,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09660.wav,INCT20955_20191118_174500_000,2,5,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09661.wav,INCT20955_20191118_174500_000,3,6,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09662.wav,INCT20955_20191118_174500_000,4,7,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09663.wav,INCT20955_20191118_174500_000,5,8,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09664.wav,INCT20955_20191118_174500_000,6,9,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09665.wav,INCT20955_20191118_174500_000,7,10,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09666.wav,INCT20955_20191118_174500_000,8,11,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09667.wav,INCT20955_20191118_174500_000,9,12,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09668.wav,INCT20955_20191118_174500_000,10,13,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09669.wav,INCT20955_20191118_174500_000,11,14,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09670.wav,INCT20955_20191118_174500_000,12,15,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09671.wav,INCT20955_20191118_174500_000,13,16,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09672.wav,INCT20955_20191118_174500_000,14,17,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09673.wav,INCT20955_20191118_174500_000,15,18,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09674.wav,INCT20955_20191118_174500_000,16,19,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09675.wav,INCT20955_20191118_174500_000,17,20,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09676.wav,INCT20955_20191118_174500_000,18,21,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09677.wav,INCT20955_20191118_174500_000,19,22,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09678.wav,INCT20955_20191118_174500_000,20,23,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09679.wav,INCT20955_20191118_174500_000,21,24,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09680.wav,INCT20955_20191118_174500_000,22,25,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09681.wav,INCT20955_20191118_174500_000,23,26,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09682.wav,INCT20955_20191118_174500_000,24,27,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09683.wav,INCT20955_20191118_174500_000,25,28,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09684.wav,INCT20955_20191118_174500_000,26,29,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09685.wav,INCT20955_20191118_174500_000,27,30,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09686.wav,INCT20955_20191118_174500_000,28,31,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09687.wav,INCT20955_20191118_174500_000,29,32,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09688.wav,INCT20955_20191118_174500_000,30,33,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09689.wav,INCT20955_20191118_174500_000,31,34,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09690.wav,INCT20955_20191118_174500_000,32,35,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09691.wav,INCT20955_20191118_174500_000,33,36,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09692.wav,INCT20955_20191118_174500_000,34,37,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09693.wav,INCT20955_20191118_174500_000,35,38,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09694.wav,INCT20955_20191118_174500_000,36,39,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09695.wav,INCT20955_20191118_174500_000,37,40,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09696.wav,INCT20955_20191118_174500_000,38,41,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09697.wav,INCT20955_20191118_174500_000,39,42,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09698.wav,INCT20955_20191118_174500_000,40,43,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09699.wav,INCT20955_20191118_174500_000,41,44,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09700.wav,INCT20955_20191118_174500_000,42,45,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09701.wav,INCT20955_20191118_174500_000,43,46,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09702.wav,INCT20955_20191118_174500_000,44,47,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09703.wav,INCT20955_20191118_174500_000,45,48,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09704.wav,INCT20955_20191118_174500_000,46,49,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09705.wav,INCT20955_20191118_174500_000,47,50,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09706.wav,INCT20955_20191118_174500_000,48,51,INCT20955,2019-11-18 17:45:00,0,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09707.wav,INCT20955_20191118_174500_000,49,52,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09708.wav,INCT20955_20191118_174500_000,50,53,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09709.wav,INCT20955_20191118_174500_000,51,54,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09710.wav,INCT20955_20191118_174500_000,52,55,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09711.wav,INCT20955_20191118_174500_000,53,56,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09712.wav,INCT20955_20191118_174500_000,54,57,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09713.wav,INCT20955_20191118_174500_000,55,58,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09714.wav,INCT20955_20191118_174500_000,56,59,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09715.wav,INCT20955_20191118_174500_000,57,60,INCT20955,2019-11-18 17:45:00,2,test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09716.wav,INCT20955_20191118_184500,0,3,INCT20955,2019-11-18 18:45:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09717.wav,INCT20955_20191118_184500,1,4,INCT20955,2019-11-18 18:45:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09718.wav,INCT20955_20191118_184500,2,5,INCT20955,2019-11-18 18:45:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09719.wav,INCT20955_20191118_184500,3,6,INCT20955,2019-11-18 18:45:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09720.wav,INCT20955_20191118_184500,4,7,INCT20955,2019-11-18 18:45:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09721.wav,INCT20955_20191118_184500,5,8,INCT20955,2019-11-18 18:45:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09722.wav,INCT20955_20191118_184500,6,9,INCT20955,2019-11-18 18:45:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09723.wav,INCT20955_20191118_184500,7,10,INCT20955,2019-11-18 18:45:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09724.wav,INCT20955_20191118_184500,8,11,INCT20955,2019-11-18 18:45:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09725.wav,INCT20955_20191118_184500,9,12,INCT20955,2019-11-18 18:45:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_09726.wav,INCT20955_20191118_184500,10,13,INCT20955,2019-11-18 18:45:00,0,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
