primary_label,n,median_km,p25_km,p75_km,min_km,max_km,scientific_name,common_name,class_name
sabspa1,69,878.2334047519948,607.2058686977853,964.345946511792,121.73143292357264,1472.416211482731,Arremon flavirostris,Saffron-billed Sparrow,Aves
yecmac,46,849.7438450059494,291.29505098005194,959.5396970152813,40.79749416464107,1279.9238305611743,Primolius auricollis,Golden-collared Macaw,Aves
whwpic1,83,848.9176065455553,817.9415966867734,1172.0484402058166,114.99752635555546,1873.6159618802203,Picumnus albosquamatus,White-wedged Piculet,Aves
rufcas2,58,825.3581981419188,611.966569364346,923.1450811510667,231.98398803652947,2540.0522465801087,Casiornis rufus,Rufous Casiornis,Aves
23150,1,766.2985240004174,766.2985240004174,766.2985240004174,766.2985240004174,766.2985240004174,Physalaemus centralis,Central Dwarf Frog,Amphibia
22961,6,737.0939037720628,698.0179819849568,911.1789423301524,235.36716571731162,1046.8467751393803,Leptodactylus podicipinus,Pointedbelly Frog,Amphibia
25214,3,733.8681098032889,733.8680278774342,984.3840220255846,733.8679459515795,1234.8999342478803,Dermatonotus muelleri,Muller's Termite Frog,Amphibia
platyr1,36,714.2801730186973,250.0908805000791,989.5517228459707,143.35871369647393,1339.313594808243,Inezia inornata,Plain Inezia,Aves
purjay1,77,680.8655662131165,249.64645975006897,936.4519042311726,40.41973038360617,1704.7490984896986,Cyanocorax cyanomelas,Purplish Jay,Aves
fabwre1,79,680.0412941152213,226.7367429518511,1124.369028189174,40.79749416464107,1340.9577511708571,Cantorchilus guarayanus,Fawn-breasted Wren,Aves
516975,1,601.9644672348128,601.9644672348128,601.9644672348128,601.9644672348128,601.9644672348128,Sapajus cay,Hooded Capuchin,Mammalia
22930,6,591.1026635848433,222.70799739920088,975.3180663307991,172.9759297781738,1092.543630713885,Leptodactylus syphax,Basin White-lipped Frog,Amphibia
74580,3,559.3281349900029,415.5100292551743,583.435394798609,271.69192352034565,607.542654607215,Mico melanurus,Black-tailed Marmoset,Mammalia
chacha1,99,537.0483123424643,250.0908805000791,986.9959491326129,40.79749416464107,1701.614640050065,Ortalis canicollis,Chaco Chachalaca,Aves
24321,2,443.74939092393646,313.28710527548924,574.2116765723837,182.82481962704196,704.673962220831,Scinax acuminatus,Mato Grosso Snouted Tree Frog,Amphibia
rufcac2,28,291.29505098005194,249.95913751302456,978.1742600632335,143.35871369647393,1296.2931610570638,Pseudoseisura unirufa,Rufous Cacholote,Aves
whlspi1,59,277.6430212378258,249.64645975006897,1065.274818331115,40.79749416464107,1308.8016587706159,Synallaxis albilora,White-lored Spinetail,Aves
hyamac1,65,276.659083513206,229.51784331567598,660.4194096859468,40.41973038360617,1808.0858440458746,Anodorhynchus hyacinthinus,Hyacinth Macaw,Aves
magant1,63,249.64645975006897,150.61561657639854,291.29505098005194,40.79749416464107,1078.3384148856426,Cercomacra melanaria,Mato Grosso Antbird,Aves
738183,5,154.98358929130063,154.98358929130063,190.35519654752392,87.21298013883818,190.35519654752392,Plecturocebus pallescens,White-coated Titi,Mammalia
